Response_ID,Age,Gender,Income,Occupation,Gym_Days_Per_Week,Workout_Type,Gym_Duration_Years,Hist_Foot_Infection,Forgetting_Freq,Primary_Pain_Point,Prev_Foot_Care,Hygiene_Score,Skin_Sensitivity,Imp_Material,Imp_Antibacterial,Imp_Antimicrobial,Imp_Price,Imp_Lifestyle_Fit,Imp_Brand,Monthly_Activewear_Spend,WTP_Disposable_Socks,Max_WTP_Per_Pair,Subscription_Interest,Eco_Trend_Score,Vendor_Trust_Score,QC_Score,Preferred_Pack,Primary_Purchase_Driver,Brand_Stigma,Open_Ended_Reason,Owns_Gym_Bag,Owns_Shaker_Bottle,Buys_Sweat_Towel,Buys_Body_Wipes,Buys_Deodorant_Sticks,Interested_Disposable_Underwear,Uses_Foot_Powder_Insert,Buys_Blister_Plasters,Uses_Muscle_Recovery_Balm,Products_Purchased_Together,Recency_Days,Frequency_Purchases_6M,Monetary_Spend_6M
133,22,Male,30k-50k,Student,5,Weights,3,No,4,Blisters,0,4,0,4,4,2,2,3,2,100.52,0,Under_15,3,1,2,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Gym_Bag; Shaker_Bottle; Body_Wipes; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,37,4,82.7
134,38,Female,100k+,Entrepreneur,3,Yoga,2,Yes,1,Odor,No,8,Sensitive,5,2,4,4,4,4,288.46,1,25-35,4,4,4,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Disposable_Socks; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,44,4,267.98
135,35,Female,50k-100k,Entrepreneur,2,Yoga,2,Yes,1,Blisters,Yes,6,Normal,5,2,4,4,5,5,413.13,1,25-35,3,5,4,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Disposable_Socks; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,40,3,278.48
136,15,Female,Under_30k,Student,6,Yoga,2,Yes,1,Tightness,1,7,Sensitive,5,3,5,3,5,5,236.75,1,15-25,5,5,3,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,Yes,No,No,No,No,Yes,No,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Foot_Powder_Insert,14,5,225.6
137,28,Male,50k-100k,Corporate,4,Yoga,2,Yes,3,Odor,No,8,Sensitive,4,3,3,3,5,5,337.38,1,25-35,3,4,3,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters,41,3,275.99
138,28,Female,50k-100k,Corporate,2,Cardio,2,No,5,Odor,0,6,0,3,3,5,4,3,3,159.36,1,25-35,1,2,5,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,No,No,Yes,No,Yes,Yes,Yes,No,Disposable_Socks; Body_Wipes; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,42,0,97.89
139,28,Male,50k-100k,Corporate,4,Cardio,2,No,4,Odor,0,7,0,3,3,4,5,3,2,173.73,1,25-35,2,3,5,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,27,3,167.33
140,25,Male,30k-50k,Student,4,Weights,3,Yes,2,Blisters,0,3,0,5,5,3,1,3,1,124.29,0,Under_15,3,1,1,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,No,No,No,No,No,No,Yes,Yes,Blister_Plasters; Muscle_Recovery_Balm,48,3,87.95
141,25,Male,100k+,Corporate,1,Cardio,2,Yes,5,Odor,0,6,0,4,3,5,5,2,2,238.71,1,15-25,3,3,5,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,No,No,No,Yes,No,Yes,Yes,Yes,Disposable_Socks; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,47,2,178.29
142,24,Male,100k+,Entrepreneur,2,Yoga,2,Yes,2,Odor,No,8,Normal,4,2,3,3,4,4,304.78,1,35+,4,4,4,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,No,No,No,Yes,No,Yes,No,No,Disposable_Socks; Gym_Bag; Deodorant_Sticks; Foot_Powder_Insert,50,4,310.99
143,32,Male,100k+,Corporate,4,Cardio,2,Yes,5,Odor,0,7,0,4,3,4,4,3,3,202.4,1,25-35,3,2,3,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,37,3,205.58
144,20,Female,Under_30k,Student,4,Pilates,2,No,3,Tightness,1,8,Normal,4,4,4,3,4,5,210.94,1,25-35,3,4,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,32,3,180.88
145,23,Female,30k-50k,Student,5,Weights,3,No,3,Blisters,0,4,0,4,5,3,1,3,1,79.56,0,Under_15,1,2,2,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,Yes,No,No,No,No,Yes,Yes,Yes,Shaker_Bottle; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,35,2,80.53
146,22,Male,Under_30k,Blue_Collar,4,Weights,3,No,3,Blisters,0,4,0,4,4,3,1,4,2,32.12,0,Under_15,4,2,2,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,No,No,No,No,No,Yes,Yes,No,Foot_Powder_Insert; Blister_Plasters,39,3,61.47
147,25,Male,100k+,Corporate,3,Cardio,2,Yes,5,Odor,0,6,0,4,3,4,5,2,3,183.04,1,25-35,2,3,4,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,Yes,Yes,No,No,Yes,No,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Foot_Powder_Insert,44,3,188.48
148,16,Female,Under_30k,Student,5,Yoga,2,No,3,Tightness,1,9,Sensitive,4,4,5,3,5,4,302.39,1,15-25,3,4,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Body_Wipes; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,30,5,239.22
149,33,Female,100k+,Corporate,2,Yoga,2,Yes,1,Odor,No,8,Normal,5,3,3,3,4,4,358.54,1,35+,3,5,3,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,46,3,296.87
150,23,Male,Under_30k,Corporate,5,Weights,3,Yes,4,Blisters,0,5,0,3,4,2,2,3,1,153.52,0,Under_15,3,2,1,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,Yes,No,No,No,Yes,Yes,Yes,Yes,Shaker_Bottle; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,29,3,109.03
151,31,Male,100k+,Corporate,1,Cardio,2,Yes,4,Odor,0,7,0,3,3,4,4,3,2,231.78,1,25-35,3,2,4,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,No,No,No,Yes,No,No,No,Disposable_Socks; Gym_Bag; Disposable_Underwear,53,2,179.84
152,18,Male,Under_30k,Student,5,Weights,3,Yes,3,Blisters,0,6,0,3,5,2,2,4,2,103.51,0,15-25,1,2,2,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Gym_Bag; Shaker_Bottle; Sweat_Towel; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,31,3,110.18
153,16,Female,Under_30k,Student,6,Yoga,2,Yes,3,Tightness,1,9,Normal,5,3,4,3,5,4,304.62,1,25-35,3,5,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,Yes,No,Yes,No,No,Yes,Yes,Yes,Disposable_Socks; Shaker_Bottle; Body_Wipes; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,31,5,299.03
154,24,Male,30k-50k,Blue_Collar,6,Weights,3,No,2,Blisters,0,6,0,3,4,2,2,4,2,138.37,0,Under_15,1,1,2,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Gym_Bag; Shaker_Bottle; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters; Muscle_Recovery_Balm,47,3,102.07
155,33,Female,50k-100k,Entrepreneur,6,Pilates,2,Yes,1,Blisters,No,8,Normal,5,2,4,4,3,5,354.09,1,35+,3,4,3,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,42,7,477.98
156,28,Female,50k-100k,Corporate,3,Pilates,2,Yes,2,Blisters,No,8,Normal,4,2,4,4,3,5,289.99,1,25-35,3,5,4,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters,58,3,204.88
157,27,Male,100k+,Corporate,5,Yoga,2,Yes,1,Odor,Yes,8,Sensitive,5,2,4,4,3,5,371.36,1,35+,3,4,4,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Disposable_Socks; Sweat_Towel; Body_Wipes; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,24,6,405.1
158,20,Non-binary,30k-50k,Student,4,Pilates,2,Yes,1,Tightness,1,9,Normal,5,4,4,3,4,4,298.43,1,15-25,3,4,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,No,No,Yes,No,No,Yes,Yes,Yes,Disposable_Socks; Body_Wipes; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,47,3,186.04
159,30,Male,100k+,Corporate,2,Cardio,2,Yes,5,Odor,0,7,0,3,4,4,3,3,3,107.19,1,25-35,3,2,4,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Disposable_Socks; Shaker_Bottle; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,58,4,163.29
160,18,Male,30k-50k,Student,6,Yoga,2,No,2,Tightness,1,10,Normal,4,4,4,3,4,5,223.14,1,25-35,3,5,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert; Muscle_Recovery_Balm,41,3,175.47
161,23,Male,30k-50k,Student,6,Weights,3,Yes,2,Blisters,0,5,0,4,4,2,1,3,2,113.87,0,Under_15,3,1,1,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,Yes,Yes,No,No,No,No,No,Yes,Shaker_Bottle; Sweat_Towel; Muscle_Recovery_Balm,30,2,85.23
162,16,Male,Under_30k,Blue_Collar,6,Weights,3,No,4,Blisters,0,4,0,3,5,2,1,3,2,181.41,0,Under_15,1,2,1,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,No,No,No,No,No,No,Yes,Gym_Bag; Shaker_Bottle; Muscle_Recovery_Balm,44,2,112.14
163,30,Male,100k+,Corporate,4,Cardio,2,Yes,5,Odor,0,7,0,3,4,4,5,2,2,213.07,1,15-25,1,2,5,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,60,5,202.73
164,27,Male,50k-100k,Corporate,2,Cardio,2,No,5,Odor,0,6,0,4,4,4,4,3,2,165.75,1,15-25,2,3,5,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Disposable_Socks; Gym_Bag; Body_Wipes; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,39,2,112.65
165,18,Male,30k-50k,Blue_Collar,7,Weights,3,No,3,Blisters,0,4,0,2,5,3,2,3,2,102.13,0,Under_15,3,2,2,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,No,No,No,No,Yes,Yes,Yes,Yes,Gym_Bag; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,37,4,93.42
166,21,Male,Under_30k,Student,4,Pilates,2,Yes,2,Tightness,1,9,Normal,4,4,3,3,5,5,223.46,1,15-25,4,4,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,48,3,174.4
167,28,Female,50k-100k,Entrepreneur,4,Yoga,2,Yes,1,Odor,No,9,Normal,4,3,3,4,3,4,408.97,1,25-35,3,5,4,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters,35,4,329.44
168,19,Male,Under_30k,Student,4,Pilates,2,Yes,4,Tightness,1,9,Normal,5,4,4,4,4,4,225.8,1,15-25,4,5,3,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,No,No,Yes,Yes,No,Yes,No,No,Disposable_Socks; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert,43,5,201.96
169,22,Male,Under_30k,Student,5,Weights,3,Yes,4,Blisters,0,5,0,4,5,2,2,4,2,155.78,0,15-25,1,1,2,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Gym_Bag; Shaker_Bottle; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,36,1,107.63
170,27,Male,50k-100k,Corporate,2,Cardio,2,Yes,5,Odor,0,6,0,4,3,5,4,2,3,264.59,1,25-35,2,3,4,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,44,1,140.27
171,23,Female,Under_30k,Student,5,Pilates,2,Yes,3,Tightness,1,10,Normal,5,4,5,3,4,5,244.11,1,15-25,3,5,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,No,Yes,Yes,No,Yes,No,No,No,Disposable_Socks; Sweat_Towel; Body_Wipes; Disposable_Underwear,30,4,220.8
172,16,Male,Under_30k,Student,2,Yoga,2,Yes,3,Tightness,1,9,Normal,5,3,5,3,5,4,238.61,1,15-25,3,4,3,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Disposable_Socks; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,50,3,133.15
173,26,Female,100k+,Corporate,3,Pilates,2,Yes,1,Odor,No,8,Normal,5,2,4,4,3,4,417.02,1,25-35,2,4,4,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,No,No,No,Yes,Yes,No,No,No,Disposable_Socks; Deodorant_Sticks; Disposable_Underwear,46,3,289.61
174,37,Female,100k+,Corporate,5,Yoga,2,No,1,Odor,Yes,7,Normal,4,2,3,3,4,5,335.91,1,25-35,2,4,4,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Disposable_Socks; Gym_Bag; Sweat_Towel; Deodorant_Sticks; Foot_Powder_Insert; Muscle_Recovery_Balm,46,5,299.92
175,21,Female,Under_30k,Student,2,Pilates,2,Yes,2,Tightness,1,8,Sensitive,4,3,5,4,5,4,278.13,1,15-25,5,5,3,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,No,No,Yes,No,Yes,Yes,No,No,Disposable_Socks; Body_Wipes; Disposable_Underwear; Foot_Powder_Insert,37,3,210.91
176,37,Female,100k+,Corporate,3,Yoga,2,Yes,2,Odor,No,9,Normal,5,3,3,3,3,5,415.75,1,25-35,5,4,4,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters,40,2,245.6
177,22,Male,30k-50k,Student,5,Pilates,2,No,3,Tightness,1,8,Sensitive,4,3,4,4,4,4,257.8,1,15-25,4,5,3,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Blister_Plasters,43,5,256.23
178,27,Female,100k+,Corporate,3,Cardio,2,No,5,Odor,0,5,0,3,3,4,4,3,2,242.16,1,25-35,3,1,4,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,49,2,157.91
179,33,Female,50k-100k,Corporate,3,Cardio,2,Yes,4,Odor,0,6,0,4,3,5,5,2,3,172.44,1,25-35,3,4,4,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear,34,3,206.65
180,21,Male,30k-50k,Student,5,Weights,3,Yes,5,Blisters,0,5,0,3,5,2,1,4,2,143.46,0,Under_15,1,1,2,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,No,No,No,Yes,Yes,Yes,No,Gym_Bag; Shaker_Bottle; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,50,2,98.45
181,25,Male,50k-100k,Corporate,2,Cardio,2,No,5,Odor,0,6,0,4,4,5,4,2,2,266.25,1,25-35,2,3,5,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Disposable_Socks; Gym_Bag; Shaker_Bottle; Body_Wipes; Disposable_Underwear; Blister_Plasters; Muscle_Recovery_Balm,47,1,163.59
182,17,Male,30k-50k,Blue_Collar,6,Weights,3,No,4,Blisters,0,4,0,3,4,3,2,4,2,123.71,0,Under_15,3,2,1,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,No,No,No,No,No,Yes,Yes,Yes,Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,40,3,98.39
183,23,Female,Under_30k,Student,5,Yoga,2,Yes,2,Tightness,1,8,Normal,5,4,3,4,4,4,255.82,1,25-35,3,4,3,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,Yes,No,Yes,No,No,Yes,No,No,Disposable_Socks; Shaker_Bottle; Body_Wipes; Foot_Powder_Insert,39,6,340.8
184,25,Male,100k+,Corporate,3,Cardio,2,Yes,5,Odor,0,6,0,3,4,5,5,1,3,222.59,1,25-35,4,2,5,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,No,No,Yes,No,Yes,Yes,No,Disposable_Socks; Gym_Bag; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters,52,4,244.69
185,29,Female,100k+,Corporate,2,Cardio,2,No,5,Odor,0,7,0,3,4,5,4,2,2,130.12,1,25-35,2,2,4,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,51,1,61.56
186,20,Male,30k-50k,Student,6,Pilates,2,No,2,Tightness,1,8,Sensitive,4,4,4,3,5,4,260.77,1,15-25,3,4,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,Yes,No,Yes,Yes,Yes,No,No,Yes,Disposable_Socks; Shaker_Bottle; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Muscle_Recovery_Balm,18,3,208.3
187,19,Male,Under_30k,Student,4,Pilates,2,Yes,2,Tightness,1,9,Normal,5,3,4,3,5,4,304.98,1,25-35,4,5,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,Yes,Yes,No,No,Yes,No,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Foot_Powder_Insert,28,4,275.97
188,24,Non-binary,Under_30k,Student,5,Yoga,2,Yes,2,Tightness,1,10,Sensitive,5,4,5,3,4,4,197.24,1,15-25,4,4,3,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,Yes,Yes,Yes,No,No,Yes,No,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Foot_Powder_Insert,41,6,194.36
189,22,Male,Under_30k,Student,3,Pilates,2,No,3,Tightness,1,8,Sensitive,5,3,4,3,4,5,278.1,1,15-25,2,5,4,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,Yes,No,No,Yes,Yes,Yes,No,Yes,Disposable_Socks; Shaker_Bottle; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Muscle_Recovery_Balm,45,4,230.46
190,28,Male,50k-100k,Corporate,4,Cardio,2,Yes,4,Odor,0,9,0,3,3,3,5,3,3,217.23,1,25-35,1,3,4,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters,54,3,180.45
191,29,Female,50k-100k,Corporate,2,Cardio,2,Yes,5,Odor,0,7,0,4,3,4,4,2,3,197.62,1,25-35,4,3,4,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Foot_Powder_Insert,49,2,161.53
192,28,Male,30k-50k,Blue_Collar,5,Weights,3,No,5,Blisters,0,6,0,3,5,3,1,3,2,115.89,0,15-25,1,1,2,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,No,Yes,No,No,Yes,No,Yes,Yes,Gym_Bag; Sweat_Towel; Disposable_Underwear; Blister_Plasters; Muscle_Recovery_Balm,39,2,101.44
193,29,Male,50k-100k,Entrepreneur,5,Pilates,2,Yes,1,Blisters,No,6,Normal,5,2,3,4,4,5,391.13,1,25-35,2,4,3,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Disposable_Socks; Gym_Bag; Sweat_Towel; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,48,5,335.84
194,23,Female,Under_30k,Student,3,Weights,3,No,3,Blisters,0,4,0,4,5,2,1,3,1,89.68,0,Under_15,1,2,1,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,No,No,No,No,No,No,No,Yes,Muscle_Recovery_Balm,46,0,54.55
195,35,Female,50k-100k,Corporate,4,Pilates,2,Yes,1,Blisters,Yes,8,Sensitive,5,3,3,3,3,5,250.62,1,35+,3,5,3,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,24,4,269.99
196,24,Male,30k-50k,Student,5,Weights,3,Yes,3,Blisters,0,4,0,2,5,3,1,3,2,154.01,0,Under_15,2,2,1,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,Yes,No,No,No,Yes,Yes,Yes,Yes,Shaker_Bottle; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,59,2,99.87
197,31,Female,100k+,Entrepreneur,3,Yoga,2,Yes,1,Blisters,No,8,Normal,5,3,3,3,4,4,386.84,1,25-35,3,5,3,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,Yes,Yes,No,No,Yes,Yes,No,No,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Disposable_Underwear; Foot_Powder_Insert,29,4,305.21
198,32,Male,50k-100k,Corporate,3,Cardio,2,No,5,Odor,0,7,0,3,4,4,5,3,2,144.0,1,25-35,3,2,4,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,50,2,129.26
